Premise 1,Premise 2,Inferred,Gemini Response,Pattern
strawberry InstanceOf fruit,fruit AtLocation restaurant,strawberry AtLocation restaurant,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation oven,strawberry AtLocation oven,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation bowl,strawberry AtLocation bowl,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation hang tree,strawberry AtLocation hang tree,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation grocery store,strawberry AtLocation grocery store,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation orchard,strawberry AtLocation orchard,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation market,banana AtLocation market,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation fruit grove,banana AtLocation fruit grove,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation container,banana AtLocation container,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation pantry,banana AtLocation pantry,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation produce section,banana AtLocation produce section,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation fruit cocktail,banana AtLocation fruit cocktail,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation supermarket,banana AtLocation supermarket,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation refridgerator,banana AtLocation refridgerator,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation plate,banana AtLocation plate,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation fridge,banana AtLocation fridge,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation mouth,banana AtLocation mouth,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation refriderator,banana AtLocation refriderator,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation san francisco,banana AtLocation san francisco,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation refrigerator,banana AtLocation refrigerator,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation jar,banana AtLocation jar,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation basket,banana AtLocation basket,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation fruit bowl,banana AtLocation fruit bowl,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation kitchen,banana AtLocation kitchen,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation shop,banana AtLocation shop,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation freezer,banana AtLocation freezer,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation store,banana AtLocation store,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation dinner,banana AtLocation dinner,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation home,banana AtLocation home,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation field,banana AtLocation field,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation apartment,banana AtLocation apartment,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation garden,banana AtLocation garden,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation resturant,banana AtLocation resturant,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation house,banana AtLocation house,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation farmer market,banana AtLocation farmer market,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation forest,banana AtLocation forest,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation mall,banana AtLocation mall,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation cupboard,banana AtLocation cupboard,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation table,banana AtLocation table,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation park,banana AtLocation park,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation restaurant,banana AtLocation restaurant,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation oven,banana AtLocation oven,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation bowl,banana AtLocation bowl,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation hang tree,banana AtLocation hang tree,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation grocery store,banana AtLocation grocery store,yes,InstanceOf_AtLocation
banana InstanceOf fruit,fruit AtLocation orchard,banana AtLocation orchard,yes,InstanceOf_AtLocation
mit InstanceOf university,university AtLocation university student,mit AtLocation university student,yes,InstanceOf_AtLocation
mit InstanceOf university,university AtLocation chemistry lab,mit AtLocation chemistry lab,yes,InstanceOf_AtLocation
mit InstanceOf university,university AtLocation drawer,mit AtLocation drawer,yes,InstanceOf_AtLocation
mit InstanceOf university,"university AtLocation town over 10,000","mit AtLocation town over 10,000",yes,InstanceOf_AtLocation
mit InstanceOf university,university AtLocation city,mit AtLocation city,yes,InstanceOf_AtLocation
asia InstanceOf continent,continent AtLocation seven,asia AtLocation seven,yes,InstanceOf_AtLocation
asia InstanceOf continent,continent AtLocation global,asia AtLocation global,yes,InstanceOf_AtLocation
asia InstanceOf continent,continent AtLocation world,asia AtLocation world,yes,InstanceOf_AtLocation
asia InstanceOf continent,continent AtLocation earth crust,asia AtLocation earth crust,yes,InstanceOf_AtLocation
queen InstanceOf rock band,rock band AtLocation concert,queen AtLocation concert,yes,InstanceOf_AtLocation
friend InstanceOf sitcoms,sitcoms AtLocation television,friend AtLocation television,yes,InstanceOf_AtLocation
friend InstanceOf sitcom,sitcom AtLocation television,friend AtLocation television,yes,InstanceOf_AtLocation
friend InstanceOf sitcom,sitcom AtLocation tv,friend AtLocation tv,yes,InstanceOf_AtLocation
titanic InstanceOf film,film AtLocation cabinet,titanic AtLocation cabinet,yes,InstanceOf_AtLocation
titanic InstanceOf film,film AtLocation movies,titanic AtLocation movies,yes,InstanceOf_AtLocation
titanic InstanceOf movie,movie AtLocation video store,titanic AtLocation video store,yes,InstanceOf_AtLocation
titanic InstanceOf movie,movie AtLocation drive-in movie,titanic AtLocation drive-in movie,yes,InstanceOf_AtLocation
titanic InstanceOf movie,movie AtLocation movie theatre,titanic AtLocation movie theatre,yes,InstanceOf_AtLocation
titanic InstanceOf movie,movie AtLocation movies,titanic AtLocation movies,yes,InstanceOf_AtLocation
titanic InstanceOf movie,movie AtLocation movie theater,titanic AtLocation movie theater,yes,InstanceOf_AtLocation
titanic InstanceOf movie,movie AtLocation vcr,titanic AtLocation vcr,yes,InstanceOf_AtLocation
titanic InstanceOf movie,movie AtLocation opus,titanic AtLocation opus,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation county,s AtLocation county,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation province,s AtLocation province,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation germany,s AtLocation germany,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation surface earth,s AtLocation surface earth,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation unite state,s AtLocation unite state,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation bus,s AtLocation bus,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation opus,s AtLocation opus,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation disarray,s AtLocation disarray,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation fast-food restaurant,s AtLocation fast-food restaurant,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation australia,s AtLocation australia,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation philippine,s AtLocation philippine,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation city,s AtLocation city,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation any large city,s AtLocation any large city,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation big city,s AtLocation big city,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation pet shop,s AtLocation pet shop,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation kitchen,s AtLocation kitchen,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation desk,s AtLocation desk,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation mall,s AtLocation mall,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation drawer,s AtLocation drawer,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation state province,s AtLocation state province,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation downtown,s AtLocation downtown,yes,InstanceOf_AtLocation
s InstanceOf city,city AtLocation urban area,s AtLocation urban area,yes,InstanceOf_AtLocation
gone wind InstanceOf novel,novel AtLocation bookstore,gone wind AtLocation bookstore,yes,InstanceOf_AtLocation
gone wind InstanceOf novel,novel AtLocation library,gone wind AtLocation library,yes,InstanceOf_AtLocation
gone wind InstanceOf novel,novel AtLocation shelf,gone wind AtLocation shelf,yes,InstanceOf_AtLocation
soy sauce InstanceOf condiment,condiment AtLocation pantry,soy sauce AtLocation pantry,yes,InstanceOf_AtLocation
soy sauce InstanceOf condiment,condiment AtLocation table,soy sauce AtLocation table,yes,InstanceOf_AtLocation
soy sauce InstanceOf condiment,condiment AtLocation container,soy sauce AtLocation container,yes,InstanceOf_AtLocation
soy sauce InstanceOf condiment,condiment AtLocation refrigerator,soy sauce AtLocation refrigerator,yes,InstanceOf_AtLocation
soy sauce InstanceOf condiment,condiment AtLocation dinner,soy sauce AtLocation dinner,yes,InstanceOf_AtLocation
marvin minsky InstanceOf scientist,scientist AtLocation laboratory,marvin minsky AtLocation laboratory,yes,InstanceOf_AtLocation
marvin minsky InstanceOf scientist,scientist AtLocation space shuttle,marvin minsky AtLocation space shuttle,yes,InstanceOf_AtLocation
marvin minsky InstanceOf scientist,scientist AtLocation oklahoma,marvin minsky AtLocation oklahoma,yes,InstanceOf_AtLocation
marvin minsky InstanceOf scientist,scientist AtLocation mit medium lab,marvin minsky AtLocation mit medium lab,yes,InstanceOf_AtLocation
dr pepper InstanceOf soft drink,soft drink AtLocation theatre,dr pepper AtLocation theatre,yes,InstanceOf_AtLocation
north korea InstanceOf country,country AtLocation globe map,north korea AtLocation globe map,yes,InstanceOf_AtLocation
north korea InstanceOf country,country AtLocation great outdoors,north korea AtLocation great outdoors,yes,InstanceOf_AtLocation
north korea InstanceOf country,country AtLocation wa4,north korea AtLocation wa4,yes,InstanceOf_AtLocation
north korea InstanceOf country,country AtLocation war,north korea AtLocation war,yes,InstanceOf_AtLocation
north korea InstanceOf country,country AtLocation rural area,north korea AtLocation rural area,yes,InstanceOf_AtLocation
final fantasy InstanceOf video game,video game AtLocation bar,final fantasy AtLocation bar,yes,InstanceOf_AtLocation
final fantasy InstanceOf video game,video game AtLocation toy store,final fantasy AtLocation toy store,yes,InstanceOf_AtLocation
final fantasy InstanceOf video game,video game AtLocation friend house,final fantasy AtLocation friend house,yes,InstanceOf_AtLocation
final fantasy InstanceOf video game,video game AtLocation party,final fantasy AtLocation party,yes,InstanceOf_AtLocation
final fantasy InstanceOf video game,video game AtLocation air,final fantasy AtLocation air,yes,InstanceOf_AtLocation
eunha sim InstanceOf actress,actress AtLocation movie,eunha sim AtLocation movie,yes,InstanceOf_AtLocation
pele InstanceOf soccer player,soccer player AtLocation soccer field,pele AtLocation soccer field,yes,InstanceOf_AtLocation
pele InstanceOf soccer player,soccer player AtLocation soccer game,pele AtLocation soccer game,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation market,clementine orange AtLocation market,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation fruit grove,clementine orange AtLocation fruit grove,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation container,clementine orange AtLocation container,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation pantry,clementine orange AtLocation pantry,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation produce section,clementine orange AtLocation produce section,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation fruit cocktail,clementine orange AtLocation fruit cocktail,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation supermarket,clementine orange AtLocation supermarket,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation refridgerator,clementine orange AtLocation refridgerator,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation plate,clementine orange AtLocation plate,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation fridge,clementine orange AtLocation fridge,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation mouth,clementine orange AtLocation mouth,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation refriderator,clementine orange AtLocation refriderator,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation san francisco,clementine orange AtLocation san francisco,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation refrigerator,clementine orange AtLocation refrigerator,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation jar,clementine orange AtLocation jar,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation basket,clementine orange AtLocation basket,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation fruit bowl,clementine orange AtLocation fruit bowl,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation kitchen,clementine orange AtLocation kitchen,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation shop,clementine orange AtLocation shop,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation pizza,clementine orange AtLocation pizza,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation freezer,clementine orange AtLocation freezer,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation store,clementine orange AtLocation store,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation dinner,clementine orange AtLocation dinner,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation home,clementine orange AtLocation home,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation field,clementine orange AtLocation field,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation apartment,clementine orange AtLocation apartment,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation garden,clementine orange AtLocation garden,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation resturant,clementine orange AtLocation resturant,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation house,clementine orange AtLocation house,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation farmer market,clementine orange AtLocation farmer market,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation forest,clementine orange AtLocation forest,yes,InstanceOf_AtLocation
clementine orange InstanceOf fruit,fruit AtLocation mall,clementine orange AtLocation mall,yes,InstanceOf_AtLocation
