Premise 1,Premise 2,Inferred,Gemini Response,Pattern
mutt DefinedAs dog,dog MadeOf flesh bone,mutt MadeOf flesh bone,yes,DefinedAs → MadeOf
mutt DefinedAs dog,dog MadeOf live meat,mutt MadeOf live meat,yes,DefinedAs → MadeOf
pigskin DefinedAs football,football MadeOf pigskin,pigskin MadeOf pigskin,no,DefinedAs → MadeOf
adjustable wrench DefinedAs tool,tool MadeOf iron,adjustable wrench MadeOf iron,yes,DefinedAs → MadeOf
adjustable wrench DefinedAs tool,tool MadeOf metal,adjustable wrench MadeOf metal,yes,DefinedAs → MadeOf
adjustable wrench DefinedAs tool,tool MadeOf clay,adjustable wrench MadeOf clay,yes,DefinedAs → MadeOf
adjustable wrench DefinedAs tool,tool MadeOf metal because metal strong,adjustable wrench MadeOf metal because metal strong,yes,DefinedAs → MadeOf
adjustable wrench DefinedAs tool,tool MadeOf steel,adjustable wrench MadeOf steel,yes,DefinedAs → MadeOf
head state DefinedAs president,president MadeOf substance dumb,head state MadeOf substance dumb,yes,DefinedAs → MadeOf
george DefinedAs president,president MadeOf substance dumb,george MadeOf substance dumb,yes,DefinedAs → MadeOf
hoosy hysteria indiana DefinedAs basketball,basketball MadeOf rubber,hoosy hysteria indiana MadeOf rubber,no,DefinedAs → MadeOf
rubber england DefinedAs eraser,eraser MadeOf rubber,rubber england MadeOf rubber,yes,DefinedAs → MadeOf
rubber england DefinedAs eraser,eraser MadeOf gum rubber,rubber england MadeOf gum rubber,yes,DefinedAs → MadeOf
rubber england DefinedAs eraser,eraser MadeOf soft rubber compound remove erase pencil mark paper,rubber england MadeOf soft rubber compound remove erase pencil mark paper,yes,DefinedAs → MadeOf
best place read DefinedAs chair,chair MadeOf plastic,best place read MadeOf plastic,no,DefinedAs → MadeOf
best place read DefinedAs chair,chair MadeOf plastic good outdoor use,best place read MadeOf plastic good outdoor use,no,DefinedAs → MadeOf
automatic weapon DefinedAs machine gun,machine gun MadeOf metal,automatic weapon MadeOf metal,yes,DefinedAs → MadeOf
method transportation DefinedAs bicycle,bicycle MadeOf metal,method transportation MadeOf metal,yes,DefinedAs → MadeOf
method transportation DefinedAs bicycle,bicycle MadeOf steel aluminum composite material,method transportation MadeOf steel aluminum composite material,yes,DefinedAs → MadeOf
target make up ring DefinedAs this,this MadeOf metal,target make up ring MadeOf metal,yes,DefinedAs → MadeOf
skyscraper because tall DefinedAs building,building MadeOf concrete brick,skyscraper because tall MadeOf concrete brick,yes,DefinedAs → MadeOf
plunger plumber helper DefinedAs this,this MadeOf metal,plunger plumber helper MadeOf metal,yes,DefinedAs → MadeOf
world globe DefinedAs object,object MadeOf metal,world globe MadeOf metal,yes,DefinedAs → MadeOf
world globe DefinedAs object,object MadeOf plastic,world globe MadeOf plastic,yes,DefinedAs → MadeOf
world globe DefinedAs object,object MadeOf wood,world globe MadeOf wood,yes,DefinedAs → MadeOf
close star earth DefinedAs sun,sun MadeOf atom,close star earth MadeOf atom,yes,DefinedAs → MadeOf
close star earth DefinedAs sun,sun MadeOf athom,close star earth MadeOf athom,yes,DefinedAs → MadeOf
efficient type macine DefinedAs bicycle,bicycle MadeOf metal,efficient type macine MadeOf metal,yes,DefinedAs → MadeOf
efficient type macine DefinedAs bicycle,bicycle MadeOf steel aluminum composite material,efficient type macine MadeOf steel aluminum composite material,yes,DefinedAs → MadeOf
efficient type machine DefinedAs bicycle,bicycle MadeOf metal,efficient type machine MadeOf metal,yes,DefinedAs → MadeOf
efficient type machine DefinedAs bicycle,bicycle MadeOf steel aluminum composite material,efficient type machine MadeOf steel aluminum composite material,yes,DefinedAs → MadeOf
description DefinedAs this,this MadeOf metal,description MadeOf metal,yes,DefinedAs → MadeOf
life perserver DefinedAs candy,candy MadeOf sugar,life perserver MadeOf sugar,yes,DefinedAs → MadeOf
brigette lubbock DefinedAs person,person MadeOf plastic,brigette lubbock MadeOf plastic,yes,DefinedAs → MadeOf
brigette lubbock DefinedAs person,person MadeOf live cell,brigette lubbock MadeOf live cell,yes,DefinedAs → MadeOf
brigette lubbock DefinedAs person,person MadeOf meat,brigette lubbock MadeOf meat,yes,DefinedAs → MadeOf
brigette lubbock DefinedAs person,person MadeOf metal,brigette lubbock MadeOf metal,yes,DefinedAs → MadeOf
breast booby DefinedAs boob,boob MadeOf soft tissue,breast booby MadeOf soft tissue,yes,DefinedAs → MadeOf
human outer layer flesh DefinedAs skin,skin MadeOf cell,human outer layer flesh MadeOf cell,yes,DefinedAs → MadeOf
jew glass before political corrctness DefinedAs use,use MadeOf hoof,jew glass before political corrctness MadeOf hoof,no,DefinedAs → MadeOf
rarebird DefinedAs this,this MadeOf metal,rarebird MadeOf metal,yes,DefinedAs → MadeOf
soccer unite kingdom DefinedAs football,football MadeOf pigskin,soccer unite kingdom MadeOf pigskin,no,DefinedAs → MadeOf
universal solvent DefinedAs water,water MadeOf h2o,universal solvent MadeOf h2o,yes,DefinedAs → MadeOf
universal solvent DefinedAs water,water MadeOf oxegen,universal solvent MadeOf oxegen,no,DefinedAs → MadeOf
divan chesterfield DefinedAs sofa,sofa MadeOf material,divan chesterfield MadeOf material,yes,DefinedAs → MadeOf
divan chesterfield DefinedAs sofa,sofa MadeOf cloth leather,divan chesterfield MadeOf cloth leather,yes,DefinedAs → MadeOf
divan chesterfield DefinedAs sofa,sofa MadeOf leather,divan chesterfield MadeOf leather,yes,DefinedAs → MadeOf
soccer america DefinedAs football,football MadeOf pigskin,soccer america MadeOf pigskin,no,DefinedAs → MadeOf
activity person DefinedAs movie,movie MadeOf celluloid,activity person MadeOf celluloid,yes,DefinedAs → MadeOf
activity person DefinedAs movie,movie MadeOf many still picture shown quickly,activity person MadeOf many still picture shown quickly,yes,DefinedAs → MadeOf
activity person DefinedAs movie,movie MadeOf many frame,activity person MadeOf many frame,yes,DefinedAs → MadeOf
activity person DefinedAs movie,movie MadeOf many photograph flash quickly succession screen darken room give illusion motion,activity person MadeOf many photograph flash quickly succession screen darken room give illusion motion,yes,DefinedAs → MadeOf
card because jovial nature DefinedAs person,person MadeOf plastic,card because jovial nature MadeOf plastic,yes,DefinedAs → MadeOf
card because jovial nature DefinedAs person,person MadeOf live cell,card because jovial nature MadeOf live cell,yes,DefinedAs → MadeOf
card because jovial nature DefinedAs person,person MadeOf meat,card because jovial nature MadeOf meat,yes,DefinedAs → MadeOf
card because jovial nature DefinedAs person,person MadeOf metal,card because jovial nature MadeOf metal,yes,DefinedAs → MadeOf
only god leave alive DefinedAs tv,tv MadeOf plastic,only god leave alive MadeOf plastic,yes,DefinedAs → MadeOf
only god leave alive DefinedAs tv,tv MadeOf glass,only god leave alive MadeOf glass,yes,DefinedAs → MadeOf
only god leave alive DefinedAs tv,tv MadeOf metal,only god leave alive MadeOf metal,yes,DefinedAs → MadeOf
lavage stomach irrigate DefinedAs it,it MadeOf animal,lavage stomach irrigate MadeOf animal,no,DefinedAs → MadeOf
lavage stomach irrigate DefinedAs it,it MadeOf grass,lavage stomach irrigate MadeOf grass,no,DefinedAs → MadeOf
lavage stomach irrigate DefinedAs it,it MadeOf wood,lavage stomach irrigate MadeOf wood,yes,DefinedAs → MadeOf
lavage stomach irrigate DefinedAs it,it MadeOf corrugate cardboard,lavage stomach irrigate MadeOf corrugate cardboard,no,DefinedAs → MadeOf
lavage stomach irrigate DefinedAs it,it MadeOf rattan plastic,lavage stomach irrigate MadeOf rattan plastic,yes,DefinedAs → MadeOf
sponsor project DefinedAs government,government MadeOf political ideology,sponsor project MadeOf political ideology,yes,DefinedAs → MadeOf
sponsor project DefinedAs government,government MadeOf 3 branch juducial legislative executive,sponsor project MadeOf 3 branch juducial legislative executive,yes,DefinedAs → MadeOf
sponsor project DefinedAs government,government MadeOf person organization,sponsor project MadeOf person organization,yes,DefinedAs → MadeOf
china primary personal vehicle DefinedAs bicycle,bicycle MadeOf metal,china primary personal vehicle MadeOf metal,yes,DefinedAs → MadeOf
china primary personal vehicle DefinedAs bicycle,bicycle MadeOf steel aluminum composite material,china primary personal vehicle MadeOf steel aluminum composite material,yes,DefinedAs → MadeOf
simit turkish DefinedAs this,this MadeOf metal,simit turkish MadeOf metal,no,DefinedAs → MadeOf
kendo DefinedAs sword,sword MadeOf steel,kendo MadeOf steel,yes,DefinedAs → MadeOf
kendo DefinedAs sword,sword MadeOf metal,kendo MadeOf metal,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf flesh blood,myself MadeOf flesh blood,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf feelings,myself MadeOf feelings,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf protoplasm,myself MadeOf protoplasm,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf meat,myself MadeOf meat,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf flesh,myself MadeOf flesh,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf soil,myself MadeOf soil,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf organic tissue among other,myself MadeOf organic tissue among other,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf live meat,myself MadeOf live meat,yes,DefinedAs → MadeOf
myself DefinedAs human,human MadeOf mostly water,myself MadeOf mostly water,yes,DefinedAs → MadeOf
earth InstanceOf planet solar system,planet solar system AtLocation water,earth AtLocation water,no,InstanceOf_AtLocation
earth InstanceOf planet solar system,planet solar system AtLocation bedroom,earth AtLocation bedroom,no,InstanceOf_AtLocation
earth InstanceOf planet solar system,planet solar system AtLocation cabinet,earth AtLocation cabinet,no,InstanceOf_AtLocation
earth InstanceOf planet solar system,planet solar system AtLocation university,earth AtLocation university,no,InstanceOf_AtLocation
earth InstanceOf planet solar system,planet solar system AtLocation space,earth AtLocation space,yes,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation county,yerevan AtLocation county,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation province,yerevan AtLocation province,yes,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation germany,yerevan AtLocation germany,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation surface earth,yerevan AtLocation surface earth,yes,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation unite state,yerevan AtLocation unite state,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation bus,yerevan AtLocation bus,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation opus,yerevan AtLocation opus,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation disarray,yerevan AtLocation disarray,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation fast-food restaurant,yerevan AtLocation fast-food restaurant,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation australia,yerevan AtLocation australia,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation philippine,yerevan AtLocation philippine,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation city,yerevan AtLocation city,yes,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation any large city,yerevan AtLocation any large city,yes,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation big city,yerevan AtLocation big city,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation pet shop,yerevan AtLocation pet shop,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation kitchen,yerevan AtLocation kitchen,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation forest,yerevan AtLocation forest,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation desk,yerevan AtLocation desk,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation mall,yerevan AtLocation mall,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation drawer,yerevan AtLocation drawer,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation state province,yerevan AtLocation state province,yes,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation downtown,yerevan AtLocation downtown,no,InstanceOf_AtLocation
yerevan InstanceOf city,city AtLocation urban area,yerevan AtLocation urban area,yes,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation globe map,brazil AtLocation globe map,yes,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation forest,brazil AtLocation forest,yes,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation great outdoors,brazil AtLocation great outdoors,yes,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation wa4,brazil AtLocation wa4,yes,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation war,brazil AtLocation war,no,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation africa,brazil AtLocation africa,no,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation rural,brazil AtLocation rural,no,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation rural area,brazil AtLocation rural area,yes,InstanceOf_AtLocation
brazil InstanceOf country,country AtLocation midwest,brazil AtLocation midwest,no,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation market,strawberry AtLocation market,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation fruit grove,strawberry AtLocation fruit grove,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation container,strawberry AtLocation container,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation pantry,strawberry AtLocation pantry,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation produce section,strawberry AtLocation produce section,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation fruit cocktail,strawberry AtLocation fruit cocktail,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation supermarket,strawberry AtLocation supermarket,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation refridgerator,strawberry AtLocation refridgerator,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation plate,strawberry AtLocation plate,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation fridge,strawberry AtLocation fridge,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation mouth,strawberry AtLocation mouth,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation refriderator,strawberry AtLocation refriderator,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation san francisco,strawberry AtLocation san francisco,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation refrigerator,strawberry AtLocation refrigerator,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation jar,strawberry AtLocation jar,yes,InstanceOf_AtLocation
strawberry InstanceOf fruit,fruit AtLocation basket,strawberry AtLocation basket,yes,InstanceOf_AtLocation
